id,lng,lat,nama_desa,curah_hujan,kemiringan,banjir_histori,claster
1056,123.60204,0.8737545,Busisingo,3195,3,4,Tinggi
1057,123.5788617,0.8975299,Busisingo Utara,2937,3,3,Tinggi
1058,123.596064,0.8983179,Mokusato,3117,2,4,Tinggi
1059,123.0679893,0.8807598,Monompia,2974,1,3,Tinggi
1060,123.563682,0.8426913,Pangkusa,2633,2,3,Tinggi
1061,123.6264601,0.8687211,Sampiro,2771,4,3,Tinggi
1062,123.5334105,0.8477859,Sangtombolang,2397,8,2,Sedang
1063,123.5816367,0.8724071,Sangkub I,2669,3,3,Tinggi
1064,123.5721502,0.8733711,Sangkub II,2877,7,3,Tinggi
1065,123.5969271,0.8783676,Sangkub III,3119,1,3,Tinggi
1066,123.6297446,0.8853178,Sangkub IV,3177,7,3,Tinggi
1067,123.6516328,0.877609,Sangkub Timur,2738,3,4,Tinggi
1068,123.5740085,0.8434258,Sidodadi,2688,5,3,Tinggi
1069,123.5036874,0.8799445,Suka Makmur,2994,6,4,Tinggi
1070,123.4569718,0.8588704,Tombolango,3079,4,4,Tinggi
1071,123.1251358,0.8940865,Batubantayo,2558,7,4,Tinggi
1072,123.165318,0.8964744,Batutajam,2642,3,0,Sedang
1073,123.1366502,0.9203082,Buko,2588,5,1,Sedang
1074,123.1008937,0.9103633,Buko Selatan,3022,8,5,Tinggi
1075,123.1327501,0.9213702,Buko Utara,2697,10,1,Sedang
1076,123.1274686,0.8757991,Busato,2504,6,3,Tinggi
1077,123.1103405,0.9028503,Dalapuli,2498,8,1,Sedang
1078,123.1057031,0.9071478,Dalapuli Barat,2511,3,2,Sedang
1079,123.1142117,0.8991006,Dalapuli Timur,2618,4,1,Sedang
1080,123.1035262,0.8936166,Dengi,2671,1,2,Sedang
1081,123.0476425,0.8791003,Duini,2640,7,3,Tinggi
1082,123.0958926,0.8876956,Kayuogu,2677,6,2,Sedang
1083,123.1551936,0.9275295,Komus I,2664,2,0,Sedang
1084,123.1272778,0.8902523,Padango,2853,8,4,Tinggi
1085,123.1220655,0.9212744,Tambulang Pantai,2549,4,3,Tinggi
1086,123.0582443,0.9095261,Tambulang Timur,2737,9,2,Sedang
1087,123.1381281,0.9428426,Tanjung Sidupa,2693,4,1,Sedang
1088,123.1064602,0.9180999,Tombulang,2774,7,4,Tinggi
1089,123.1017288,0.9045159,Tontulow,2842,5,4,Tinggi
1090,123.0991088,0.9165089,Tontulow Utara,3105,3,5,Tinggi
1091,123.0528483,0.8665408,Tuntung,2594,6,3,Tinggi
1092,123.0647633,0.8594453,Tuntung Timur,2764,3,2,Sedang
1093,123.2484701,0.9025119,Bigo,2681,75,3,Tinggi
1094,123.2656848,0.9011417,Bigo Selatan,2594,2,2,Sedang
1095,123.2464918,0.9036907,Boroko,3153,8,5,Tinggi
1096,123.2506512,0.9099043,Boroko Timur,2677,9,3,Tinggi
1097,123.2686414,0.9129773,Boroko Utara,2569,2,4,Tinggi
1098,123.2702232,0.8788547,Gihang,2683,3,3,Tinggi
1099,123.1996546,0.913876,Inomunga,2958,8,6,Tinggi
1100,123.1991956,0.9315961,Inomunga Utara,2732,7,2,Sedang
1101,123.2284061,0.9056832,Komus II Timur,2684,9,0,Sedang
1102,123.1639056,0.9119767,Komus II,2749,7,0,Sedang
1103,123.2615798,0.9080643,Kuala,2843,0,4,Tinggi
1104,123.2600172,0.9009579,Kuala Utara,2759,2,3,Tinggi
1105,123.271289,0.8681385,Pontak,2638,2,3,Tinggi
1106,123.1187518,0.8461684,Soligir,2648,2,2,Sedang
1107,123.1787332,0.9416426,Solo,2594,6,3,Tinggi
1108,123.3009496,0.9038044,Bolangitang,3174,4,4,Tinggi
1109,123.2995221,0.9080314,Bolangitang I,2738,2,3,Tinggi
1110,123.2882971,0.9084274,Bolangitang II,2833,2,4,Tinggi
1111,123.2870971,0.9007646,Iyok,2774,4,2,Sedang
1112,123.2635361,0.8869446,Jambu Sarang,2697,2,4,Tinggi
1113,123.3243915,0.8665984,Keimanga,2816,3,3,Tinggi
1114,123.2983593,0.8991609,Langi,2973,3,2,Sedang
1115,122.9621193,0.7928829,Ollot,2851,2,4,Tinggi
1116,123.2731421,0.8723041,Ollot I,2796,2,3,Tinggi
1117,123.0226938,0.7800652,Olllot II,2868,2,3,Tinggi
1118,123.3194606,0.8587119,Paku,2677,7,2,Sedang
1119,122.9833958,0.7775217,Paku Selatan,2784,5,2,Sedang
1120,123.2701102,0.8789711,Sonuo,2982,4,4,Tinggi
1121,123.2929156,0.9049228,Talaga,2771,2,3,Tinggi
1122,123.2562267,0.8899956,Talaga Tomoagu,2675,2,3,Tinggi
1123,123.3323268,0.9095774,Tanjung Buaya,2663,7,2,Sedang
1124,123.2598784,0.8956402,Tote,2845,6,2,Sedang
1125,123.0465348,0.7818581,Wakat,3097,8,4,Tinggi
1126,123.1450408,0.7611374,Binjeita,2857,4,3,Tinggi
1127,123.1351108,0.7606619,Binjeita I,2774,3,3,Tinggi
1128,123.4525148,0.8885914,Binjeita II,2741,2,2,Sedang
1129,123.0915928,0.7726113,Binuanga,2589,8,1,Sedang
1130,123.4854829,0.882902,Binuni,2693,6,2,Sedang
1131,123.1587704,0.7577284,Biontong,2847,2,3,Tinggi
1132,123.1855262,0.7873105,Biontong I,2849,3,4,Tinggi
1133,123.1730483,0.7530341,Biontong II,2791,2,2,Sedang
1134,123.1208733,0.761598,Bohabak I,2589,2,2,Sedang
1135,123.4101856,0.8925571,Bohabak II,2697,2,3,Tinggi
1136,123.4199192,0.8764826,Bohabak III,2577,3,2,Sedang
1137,123.1092923,0.7672229,Bohabak IV,2638,4,2,Sedang
1138,123.4963053,0.8804917,Lipu Bogu,2638,4,4,Tinggi
1139,123.3348136,0.9002765,Moditek,1967,7,1,Rendah
1140,123.299622,0.8706228,Mokoditek I,2088,6,1,Rendah
1141,123.3721955,0.8876845,Nagara,2382,5,1,Sedang
1142,123.2295368,0.8663548,Nunuka,2101,5,3,Rendah
1143,123.0659497,0.7695688,Saleo,2470,5,2,Sedang
1144,123.4099003,0.7837536,Saleo I,2734,4,2,Sedang
1145,123.4410907,0.9040152,Tanjung Labuo,2033,2,2,Rendah
1146,123.5399762,0.8854939,Batulintik,2673,2,4,Tinggi
1147,122.9541172,0.7336715,Bintauna,2836,2,4,Tinggi
1148,123.5675898,0.8925974,Bintauna Pantai,2895,2,4,Tinggi
1149,123.5541418,0.8790284,Bunia,2788,2,4,Tinggi
1150,122.8639187,0.7333855,Bunong,2137,1,3,Rendah
1151,123.2679788,0.7104693,Huntuk,2496,2,2,Sedang
1152,123.3218733,0.7552466,Kopi,2558,3,4,Tinggi
1153,123.5095993,0.8781118,Kuhanga,2194,1,4,Rendah
1154,123.5342401,0.8901131,Minanga,2733,2,4,Tinggi
1155,123.2324598,0.7244381,Mome,2681,1,2,Sedang
1156,123.5447689,0.8808049,Padang,2649,2,3,Tinggi
1157,123.5033082,0.8630317,Padang Barat,2775,2,3,Tinggi
1158,123.5125886,0.8650231,Pimpi,2846,1,3,Tinggi
1159,123.5384006,0.8841129,Talaga,2559,2,4,Tinggi
1160,123.5403428,0.8777283,Vahuta,1998,1,2,Rendah
1161,123.5291001,0.8836799,Voa’a,2679,1,3,Tinggi
1162,123.7027682,0.8577776,Apeng Sembaka,1882,2,2,Rendah
1163,123.60204,0.8737545,Busisingo,3195,3,4,Tinggi
1164,123.5788617,0.8975299,Busisingo Utara,2937,3,3,Tinggi
1165,123.596064,0.8983179,Mokusato,3117,2,4,Tinggi
1166,123.0679893,0.8807598,Monompia,2974,1,3,Tinggi
1167,123.563682,0.8426913,Pangkusa,2633,2,3,Tinggi
1168,123.6264601,0.8687211,Sampiro,2771,4,3,Tinggi
1169,123.5334105,0.8477859,Sangtombolang,2397,8,2,Sedang
1170,123.5816367,0.8724071,Sangkub I,2669,3,3,Tinggi
1171,123.5721502,0.8733711,Sangkub II,2877,7,3,Tinggi
1172,123.5969271,0.8783676,Sangkub III,3119,1,3,Tinggi
1173,123.6297446,0.8853178,Sangkub IV,3177,7,3,Tinggi
1174,123.6516328,0.877609,Sangkub Timur,2738,3,4,Tinggi
1175,123.5740085,0.8434258,Sidodadi,2688,5,3,Tinggi
1176,123.5036874,0.8799445,Suka Makmur,2994,6,4,Tinggi
1177,123.4569718,0.8588704,Tombolango,3079,4,4,Tinggi
1178,123.1251358,0.8940865,Batubantayo,2558,7,4,Tinggi
1179,123.165318,0.8964744,Batutajam,2642,3,0,Sedang
1180,123.1366502,0.9203082,Buko,2588,5,1,Sedang
1181,123.1008937,0.9103633,Buko Selatan,3022,8,5,Tinggi
1182,123.1327501,0.9213702,Buko Utara,2697,10,1,Sedang
1183,123.1274686,0.8757991,Busato,2504,6,3,Tinggi
1184,123.1103405,0.9028503,Dalapuli,2498,8,1,Sedang
1185,123.1057031,0.9071478,Dalapuli Barat,2511,3,2,Sedang
1186,123.1142117,0.8991006,Dalapuli Timur,2618,4,1,Sedang
1187,123.1035262,0.8936166,Dengi,2671,1,2,Sedang
1188,123.0476425,0.8791003,Duini,2640,7,3,Tinggi
1189,123.0958926,0.8876956,Kayuogu,2677,6,2,Sedang
1190,123.1551936,0.9275295,Komus I,2664,2,0,Sedang
1191,123.1272778,0.8902523,Padango,2853,8,4,Tinggi
1192,123.1220655,0.9212744,Tambulang Pantai,2549,4,3,Tinggi
1193,123.0582443,0.9095261,Tambulang Timur,2737,9,2,Sedang
1194,123.1381281,0.9428426,Tanjung Sidupa,2693,4,1,Sedang
1195,123.1064602,0.9180999,Tombulang,2774,7,4,Tinggi
1196,123.1017288,0.9045159,Tontulow,2842,5,4,Tinggi
1197,123.0991088,0.9165089,Tontulow Utara,3105,3,5,Tinggi
1198,123.0528483,0.8665408,Tuntung,2594,6,3,Tinggi
1199,123.0647633,0.8594453,Tuntung Timur,2764,3,2,Sedang
1200,123.2484701,0.9025119,Bigo,2681,75,3,Tinggi
1201,123.2656848,0.9011417,Bigo Selatan,2594,2,2,Sedang
1202,123.2464918,0.9036907,Boroko,3153,8,5,Tinggi
1203,123.2506512,0.9099043,Boroko Timur,2677,9,3,Tinggi
1204,123.2686414,0.9129773,Boroko Utara,2569,2,4,Tinggi
1205,123.2702232,0.8788547,Gihang,2683,3,3,Tinggi
1206,123.1996546,0.913876,Inomunga,2958,8,6,Tinggi
1207,123.1991956,0.9315961,Inomunga Utara,2732,7,2,Sedang
1208,123.2284061,0.9056832,Komus II Timur,2684,9,0,Sedang
1209,123.1639056,0.9119767,Komus II,2749,7,0,Sedang
1210,123.2615798,0.9080643,Kuala,2843,0,4,Tinggi
1211,123.2600172,0.9009579,Kuala Utara,2759,2,3,Tinggi
1212,123.271289,0.8681385,Pontak,2638,2,3,Tinggi
1213,123.1187518,0.8461684,Soligir,2648,2,2,Sedang
1214,123.1787332,0.9416426,Solo,2594,6,3,Tinggi
1215,123.3009496,0.9038044,Bolangitang,3174,4,4,Tinggi
1216,123.2995221,0.9080314,Bolangitang I,2738,2,3,Tinggi
1217,123.2882971,0.9084274,Bolangitang II,2833,2,4,Tinggi
1218,123.2870971,0.9007646,Iyok,2774,4,2,Sedang
1219,123.2635361,0.8869446,Jambu Sarang,2697,2,4,Tinggi
1220,123.3243915,0.8665984,Keimanga,2816,3,3,Tinggi
1221,123.2983593,0.8991609,Langi,2973,3,2,Sedang
1222,122.9621193,0.7928829,Ollot,2851,2,4,Tinggi
1223,123.2731421,0.8723041,Ollot I,2796,2,3,Tinggi
1224,123.0226938,0.7800652,Olllot II,2868,2,3,Tinggi
1225,123.3194606,0.8587119,Paku,2677,7,2,Sedang
1226,122.9833958,0.7775217,Paku Selatan,2784,5,2,Sedang
1227,123.2701102,0.8789711,Sonuo,2982,4,4,Tinggi
1228,123.2929156,0.9049228,Talaga,2771,2,3,Tinggi
1229,123.2562267,0.8899956,Talaga Tomoagu,2675,2,3,Tinggi
1230,123.3323268,0.9095774,Tanjung Buaya,2663,7,2,Sedang
1231,123.2598784,0.8956402,Tote,2845,6,2,Sedang
1232,123.0465348,0.7818581,Wakat,3097,8,4,Tinggi
1233,123.1450408,0.7611374,Binjeita,2857,4,3,Tinggi
1234,123.1351108,0.7606619,Binjeita I,2774,3,3,Tinggi
1235,123.4525148,0.8885914,Binjeita II,2741,2,2,Sedang
1236,123.0915928,0.7726113,Binuanga,2589,8,1,Sedang
1237,123.4854829,0.882902,Binuni,2693,6,2,Sedang
1238,123.1587704,0.7577284,Biontong,2847,2,3,Tinggi
1239,123.1855262,0.7873105,Biontong I,2849,3,4,Tinggi
1240,123.1730483,0.7530341,Biontong II,2791,2,2,Sedang
1241,123.1208733,0.761598,Bohabak I,2589,2,2,Sedang
1242,123.4101856,0.8925571,Bohabak II,2697,2,3,Tinggi
1243,123.4199192,0.8764826,Bohabak III,2577,3,2,Sedang
1244,123.1092923,0.7672229,Bohabak IV,2638,4,2,Sedang
1245,123.4963053,0.8804917,Lipu Bogu,2638,4,4,Tinggi
1246,123.3348136,0.9002765,Moditek,1967,7,1,Rendah
1247,123.299622,0.8706228,Mokoditek I,2088,6,1,Rendah
1248,123.3721955,0.8876845,Nagara,2382,5,1,Sedang
1249,123.2295368,0.8663548,Nunuka,2101,5,3,Rendah
1250,123.0659497,0.7695688,Saleo,2470,5,2,Sedang
1251,123.4099003,0.7837536,Saleo I,2734,4,2,Sedang
1252,123.4410907,0.9040152,Tanjung Labuo,2033,2,2,Rendah
1253,123.5399762,0.8854939,Batulintik,2673,2,4,Tinggi
1254,122.9541172,0.7336715,Bintauna,2836,2,4,Tinggi
1255,123.5675898,0.8925974,Bintauna Pantai,2895,2,4,Tinggi
1256,123.5541418,0.8790284,Bunia,2788,2,4,Tinggi
1257,122.8639187,0.7333855,Bunong,2137,1,3,Rendah
1258,123.2679788,0.7104693,Huntuk,2496,2,2,Sedang
1259,123.3218733,0.7552466,Kopi,2558,3,4,Tinggi
1260,123.5095993,0.8781118,Kuhanga,2194,1,4,Rendah
1261,123.5342401,0.8901131,Minanga,2733,2,4,Tinggi
1262,123.2324598,0.7244381,Mome,2681,1,2,Sedang
1263,123.5447689,0.8808049,Padang,2649,2,3,Tinggi
1264,123.5033082,0.8630317,Padang Barat,2775,2,3,Tinggi
1265,123.5125886,0.8650231,Pimpi,2846,1,3,Tinggi
1266,123.5384006,0.8841129,Talaga,2559,2,4,Tinggi
1267,123.5403428,0.8777283,Vahuta,1998,1,2,Rendah
1268,123.5291001,0.8836799,Voa’a,2679,1,3,Tinggi
1269,123.7027682,0.8577776,Apeng Sembaka,1882,2,2,Rendah
1270,123.60204,0.8737545,Busisingo,3195,3,4,Tinggi
1271,123.5788617,0.8975299,Busisingo Utara,2937,3,3,Tinggi
1272,123.596064,0.8983179,Mokusato,3117,2,4,Tinggi
1273,123.0679893,0.8807598,Monompia,2974,1,3,Tinggi
1274,123.563682,0.8426913,Pangkusa,2633,2,3,Tinggi
1275,123.6264601,0.8687211,Sampiro,2771,4,3,Tinggi
1276,123.5334105,0.8477859,Sangtombolang,2397,8,2,Sedang
1277,123.5816367,0.8724071,Sangkub I,2669,3,3,Tinggi
1278,123.5721502,0.8733711,Sangkub II,2877,7,3,Tinggi
1279,123.5969271,0.8783676,Sangkub III,3119,1,3,Tinggi
1280,123.6297446,0.8853178,Sangkub IV,3177,7,3,Tinggi
1281,123.6516328,0.877609,Sangkub Timur,2738,3,4,Tinggi
1282,123.5740085,0.8434258,Sidodadi,2688,5,3,Tinggi
1283,123.5036874,0.8799445,Suka Makmur,2994,6,4,Tinggi
1284,123.4569718,0.8588704,Tombolango,3079,4,4,Tinggi
1285,123.1251358,0.8940865,Batubantayo,2558,7,4,Tinggi
1286,123.165318,0.8964744,Batutajam,2642,3,0,Sedang
1287,123.1366502,0.9203082,Buko,2588,5,1,Sedang
1288,123.1008937,0.9103633,Buko Selatan,3022,8,5,Tinggi
1289,123.1327501,0.9213702,Buko Utara,2697,10,1,Sedang
1290,123.1274686,0.8757991,Busato,2504,6,3,Tinggi
1291,123.1103405,0.9028503,Dalapuli,2498,8,1,Sedang
1292,123.1057031,0.9071478,Dalapuli Barat,2511,3,2,Sedang
1293,123.1142117,0.8991006,Dalapuli Timur,2618,4,1,Sedang
1294,123.1035262,0.8936166,Dengi,2671,1,2,Sedang
1295,123.0476425,0.8791003,Duini,2640,7,3,Tinggi
1296,123.0958926,0.8876956,Kayuogu,2677,6,2,Sedang
1297,123.1551936,0.9275295,Komus I,2664,2,0,Sedang
1298,123.1272778,0.8902523,Padango,2853,8,4,Tinggi
1299,123.1220655,0.9212744,Tambulang Pantai,2549,4,3,Tinggi
1300,123.0582443,0.9095261,Tambulang Timur,2737,9,2,Sedang
1301,123.1381281,0.9428426,Tanjung Sidupa,2693,4,1,Sedang
1302,123.1064602,0.9180999,Tombulang,2774,7,4,Tinggi
1303,123.1017288,0.9045159,Tontulow,2842,5,4,Tinggi
1304,123.0991088,0.9165089,Tontulow Utara,3105,3,5,Tinggi
1305,123.0528483,0.8665408,Tuntung,2594,6,3,Tinggi
1306,123.0647633,0.8594453,Tuntung Timur,2764,3,2,Sedang
1307,123.2484701,0.9025119,Bigo,2681,75,3,Tinggi
1308,123.2656848,0.9011417,Bigo Selatan,2594,2,2,Sedang
1309,123.2464918,0.9036907,Boroko,3153,8,5,Tinggi
1310,123.2506512,0.9099043,Boroko Timur,2677,9,3,Tinggi
1311,123.2686414,0.9129773,Boroko Utara,2569,2,4,Tinggi
1312,123.2702232,0.8788547,Gihang,2683,3,3,Tinggi
1313,123.1996546,0.913876,Inomunga,2958,8,6,Tinggi
1314,123.1991956,0.9315961,Inomunga Utara,2732,7,2,Sedang
1315,123.2284061,0.9056832,Komus II Timur,2684,9,0,Sedang
1316,123.1639056,0.9119767,Komus II,2749,7,0,Sedang
1317,123.2615798,0.9080643,Kuala,2843,0,4,Tinggi
1318,123.2600172,0.9009579,Kuala Utara,2759,2,3,Tinggi
1319,123.271289,0.8681385,Pontak,2638,2,3,Tinggi
1320,123.1187518,0.8461684,Soligir,2648,2,2,Sedang
1321,123.1787332,0.9416426,Solo,2594,6,3,Tinggi
1322,123.3009496,0.9038044,Bolangitang,3174,4,4,Tinggi
1323,123.2995221,0.9080314,Bolangitang I,2738,2,3,Tinggi
1324,123.2882971,0.9084274,Bolangitang II,2833,2,4,Tinggi
1325,123.2870971,0.9007646,Iyok,2774,4,2,Sedang
1326,123.2635361,0.8869446,Jambu Sarang,2697,2,4,Tinggi
1327,123.3243915,0.8665984,Keimanga,2816,3,3,Tinggi
1328,123.2983593,0.8991609,Langi,2973,3,2,Sedang
1329,122.9621193,0.7928829,Ollot,2851,2,4,Tinggi
1330,123.2731421,0.8723041,Ollot I,2796,2,3,Tinggi
1331,123.0226938,0.7800652,Olllot II,2868,2,3,Tinggi
1332,123.3194606,0.8587119,Paku,2677,7,2,Sedang
1333,122.9833958,0.7775217,Paku Selatan,2784,5,2,Sedang
1334,123.2701102,0.8789711,Sonuo,2982,4,4,Tinggi
1335,123.2929156,0.9049228,Talaga,2771,2,3,Tinggi
1336,123.2562267,0.8899956,Talaga Tomoagu,2675,2,3,Tinggi
1337,123.3323268,0.9095774,Tanjung Buaya,2663,7,2,Sedang
1338,123.2598784,0.8956402,Tote,2845,6,2,Sedang
1339,123.0465348,0.7818581,Wakat,3097,8,4,Tinggi
1340,123.1450408,0.7611374,Binjeita,2857,4,3,Tinggi
1341,123.1351108,0.7606619,Binjeita I,2774,3,3,Tinggi
1342,123.4525148,0.8885914,Binjeita II,2741,2,2,Sedang
1343,123.0915928,0.7726113,Binuanga,2589,8,1,Sedang
1344,123.4854829,0.882902,Binuni,2693,6,2,Sedang
1345,123.1587704,0.7577284,Biontong,2847,2,3,Tinggi
1346,123.1855262,0.7873105,Biontong I,2849,3,4,Tinggi
1347,123.1730483,0.7530341,Biontong II,2791,2,2,Sedang
1348,123.1208733,0.761598,Bohabak I,2589,2,2,Sedang
1349,123.4101856,0.8925571,Bohabak II,2697,2,3,Tinggi
1350,123.4199192,0.8764826,Bohabak III,2577,3,2,Sedang
1351,123.1092923,0.7672229,Bohabak IV,2638,4,2,Sedang
1352,123.4963053,0.8804917,Lipu Bogu,2638,4,4,Tinggi
1353,123.3348136,0.9002765,Moditek,1967,7,1,Rendah
1354,123.299622,0.8706228,Mokoditek I,2088,6,1,Rendah
1355,123.3721955,0.8876845,Nagara,2382,5,1,Sedang
1356,123.2295368,0.8663548,Nunuka,2101,5,3,Rendah
1357,123.0659497,0.7695688,Saleo,2470,5,2,Sedang
1358,123.4099003,0.7837536,Saleo I,2734,4,2,Sedang
1359,123.4410907,0.9040152,Tanjung Labuo,2033,2,2,Rendah
1360,123.5399762,0.8854939,Batulintik,2673,2,4,Tinggi
1361,122.9541172,0.7336715,Bintauna,2836,2,4,Tinggi
1362,123.5675898,0.8925974,Bintauna Pantai,2895,2,4,Tinggi
1363,123.5541418,0.8790284,Bunia,2788,2,4,Tinggi
1364,122.8639187,0.7333855,Bunong,2137,1,3,Rendah
1365,123.2679788,0.7104693,Huntuk,2496,2,2,Sedang
1366,123.3218733,0.7552466,Kopi,2558,3,4,Tinggi
1367,123.5095993,0.8781118,Kuhanga,2194,1,4,Rendah
1368,123.5342401,0.8901131,Minanga,2733,2,4,Tinggi
1369,123.2324598,0.7244381,Mome,2681,1,2,Sedang
1370,123.5447689,0.8808049,Padang,2649,2,3,Tinggi
1371,123.5033082,0.8630317,Padang Barat,2775,2,3,Tinggi
1372,123.5125886,0.8650231,Pimpi,2846,1,3,Tinggi
1373,123.5384006,0.8841129,Talaga,2559,2,4,Tinggi
1374,123.5403428,0.8777283,Vahuta,1998,1,2,Rendah
1375,123.5291001,0.8836799,Voa’a,2679,1,3,Tinggi
1376,123.7027682,0.8577776,Apeng Sembaka,1882,2,2,Rendah
1377,123.60204,0.8737545,Busisingo,3195,3,4,Tinggi
1378,123.5788617,0.8975299,Busisingo Utara,2937,3,3,Tinggi
1379,123.596064,0.8983179,Mokusato,3117,2,4,Tinggi
1380,123.0679893,0.8807598,Monompia,2974,1,3,Tinggi
1381,123.563682,0.8426913,Pangkusa,2633,2,3,Tinggi
1382,123.6264601,0.8687211,Sampiro,2771,4,3,Tinggi
1383,123.5334105,0.8477859,Sangtombolang,2397,8,2,Sedang
1384,123.5816367,0.8724071,Sangkub I,2669,3,3,Tinggi
1385,123.5721502,0.8733711,Sangkub II,2877,7,3,Tinggi
1386,123.5969271,0.8783676,Sangkub III,3119,1,3,Tinggi
1387,123.6297446,0.8853178,Sangkub IV,3177,7,3,Tinggi
1388,123.6516328,0.877609,Sangkub Timur,2738,3,4,Tinggi
1389,123.5740085,0.8434258,Sidodadi,2688,5,3,Tinggi
1390,123.5036874,0.8799445,Suka Makmur,2994,6,4,Tinggi
1391,123.4569718,0.8588704,Tombolango,3079,4,4,Tinggi
1392,123.1251358,0.8940865,Batubantayo,2558,7,4,Tinggi
1393,123.165318,0.8964744,Batutajam,2642,3,0,Sedang
1394,123.1366502,0.9203082,Buko,2588,5,1,Sedang
1395,123.1008937,0.9103633,Buko Selatan,3022,8,5,Tinggi
1396,123.1327501,0.9213702,Buko Utara,2697,10,1,Sedang
1397,123.1274686,0.8757991,Busato,2504,6,3,Tinggi
1398,123.1103405,0.9028503,Dalapuli,2498,8,1,Sedang
1399,123.1057031,0.9071478,Dalapuli Barat,2511,3,2,Sedang
1400,123.1142117,0.8991006,Dalapuli Timur,2618,4,1,Sedang
1401,123.1035262,0.8936166,Dengi,2671,1,2,Sedang
1402,123.0476425,0.8791003,Duini,2640,7,3,Tinggi
1403,123.0958926,0.8876956,Kayuogu,2677,6,2,Sedang
1404,123.1551936,0.9275295,Komus I,2664,2,0,Sedang
1405,123.1272778,0.8902523,Padango,2853,8,4,Tinggi
1406,123.1220655,0.9212744,Tambulang Pantai,2549,4,3,Tinggi
1407,123.0582443,0.9095261,Tambulang Timur,2737,9,2,Sedang
1408,123.1381281,0.9428426,Tanjung Sidupa,2693,4,1,Sedang
1409,123.1064602,0.9180999,Tombulang,2774,7,4,Tinggi
1410,123.1017288,0.9045159,Tontulow,2842,5,4,Tinggi
1411,123.0991088,0.9165089,Tontulow Utara,3105,3,5,Tinggi
1412,123.0528483,0.8665408,Tuntung,2594,6,3,Tinggi
1413,123.0647633,0.8594453,Tuntung Timur,2764,3,2,Sedang
1414,123.2484701,0.9025119,Bigo,2681,75,3,Tinggi
1415,123.2656848,0.9011417,Bigo Selatan,2594,2,2,Sedang
1416,123.2464918,0.9036907,Boroko,3153,8,5,Tinggi
1417,123.2506512,0.9099043,Boroko Timur,2677,9,3,Tinggi
1418,123.2686414,0.9129773,Boroko Utara,2569,2,4,Tinggi
1419,123.2702232,0.8788547,Gihang,2683,3,3,Tinggi
1420,123.1996546,0.913876,Inomunga,2958,8,6,Tinggi
1421,123.1991956,0.9315961,Inomunga Utara,2732,7,2,Sedang
1422,123.2284061,0.9056832,Komus II Timur,2684,9,0,Sedang
1423,123.1639056,0.9119767,Komus II,2749,7,0,Sedang
1424,123.2615798,0.9080643,Kuala,2843,0,4,Tinggi
1425,123.2600172,0.9009579,Kuala Utara,2759,2,3,Tinggi
1426,123.271289,0.8681385,Pontak,2638,2,3,Tinggi
1427,123.1187518,0.8461684,Soligir,2648,2,2,Sedang
1428,123.1787332,0.9416426,Solo,2594,6,3,Tinggi
1429,123.3009496,0.9038044,Bolangitang,3174,4,4,Tinggi
1430,123.2995221,0.9080314,Bolangitang I,2738,2,3,Tinggi
1431,123.2882971,0.9084274,Bolangitang II,2833,2,4,Tinggi
1432,123.2870971,0.9007646,Iyok,2774,4,2,Sedang
1433,123.2635361,0.8869446,Jambu Sarang,2697,2,4,Tinggi
1434,123.3243915,0.8665984,Keimanga,2816,3,3,Tinggi
1435,123.2983593,0.8991609,Langi,2973,3,2,Sedang
1436,122.9621193,0.7928829,Ollot,2851,2,4,Tinggi
1437,123.2731421,0.8723041,Ollot I,2796,2,3,Tinggi
1438,123.0226938,0.7800652,Olllot II,2868,2,3,Tinggi
1439,123.3194606,0.8587119,Paku,2677,7,2,Sedang
1440,122.9833958,0.7775217,Paku Selatan,2784,5,2,Sedang
1441,123.2701102,0.8789711,Sonuo,2982,4,4,Tinggi
1442,123.2929156,0.9049228,Talaga,2771,2,3,Tinggi
1443,123.2562267,0.8899956,Talaga Tomoagu,2675,2,3,Tinggi
1444,123.3323268,0.9095774,Tanjung Buaya,2663,7,2,Sedang
1445,123.2598784,0.8956402,Tote,2845,6,2,Sedang
1446,123.0465348,0.7818581,Wakat,3097,8,4,Tinggi
1447,123.1450408,0.7611374,Binjeita,2857,4,3,Tinggi
1448,123.1351108,0.7606619,Binjeita I,2774,3,3,Tinggi
1449,123.4525148,0.8885914,Binjeita II,2741,2,2,Sedang
1450,123.0915928,0.7726113,Binuanga,2589,8,1,Sedang
1451,123.4854829,0.882902,Binuni,2693,6,2,Sedang
1452,123.1587704,0.7577284,Biontong,2847,2,3,Tinggi
1453,123.1855262,0.7873105,Biontong I,2849,3,4,Tinggi
1454,123.1730483,0.7530341,Biontong II,2791,2,2,Sedang
1455,123.1208733,0.761598,Bohabak I,2589,2,2,Sedang
1456,123.4101856,0.8925571,Bohabak II,2697,2,3,Tinggi
1457,123.4199192,0.8764826,Bohabak III,2577,3,2,Sedang
1458,123.1092923,0.7672229,Bohabak IV,2638,4,2,Sedang
1459,123.4963053,0.8804917,Lipu Bogu,2638,4,4,Tinggi
1460,123.3348136,0.9002765,Moditek,1967,7,1,Rendah
1461,123.299622,0.8706228,Mokoditek I,2088,6,1,Rendah
1462,123.3721955,0.8876845,Nagara,2382,5,1,Sedang
1463,123.2295368,0.8663548,Nunuka,2101,5,3,Rendah
1464,123.0659497,0.7695688,Saleo,2470,5,2,Sedang
